League,year,month,day,homeTeam,awayTeam,homeGoals,awayGoals,matchResults
England Conference South,2019,1,5,ChippenhamTown,EastbourneBorough,2,3,-1
England Conference South,2019,1,5,DulwichHamlet,Bath,0,2,-1
England Conference South,2019,1,5,EastThurrockUtd,GloucesterCity,2,0,1
England Conference South,2019,1,5,HungerfordTown,ConcordRangers,2,1,1
England Conference South,2019,1,5,StAlbansCity,OxfordCity,1,0,1
England Conference South,2019,1,5,Torquay,SloughTown,4,0,1
England Conference South,2019,1,5,Wealdstone,Dartford,1,1,0
England Conference South,2019,1,5,WestonSuperMare,BillericayTown,2,3,-1
England FA Cup,2019,1,5,Derby,Southampton,2,2,0
England FA Cup,2019,1,5,AstonVilla,Swansea,0,3,-1
England FA Cup,2019,1,5,FleetwoodTown,AFCWimbledon,2,2,0
England FA Cup,2019,1,5,AccringtonStanley,Ipswich,1,0,1
England FA Cup,2019,1,5,Gillingham,Cardiff,1,0,1
England FA Cup,2019,1,5,Bolton,Walsall,5,2,1
England FA Cup,2019,1,5,Middlesbrough,Peterborough,5,0,1
England FA Cup,2019,1,5,Chelsea,NottmForest,2,0,1
England FA Cup,2019,1,5,Everton,LincolnCity,2,1,1
England FA Cup,2019,1,5,Brentford,OxfordUtd,1,0,1
Wales Premier League,2019,1,5,CaernarfonTown,CarmarthenTown,3,1,1
Wales Premier League,2019,1,5,CardiffMetropolitanUniversity,BalaTown,3,0,1
Wales Premier League,2019,1,5,NewiCefnDruids,BarryTown,2,5,-1
Wales Premier League,2019,1,5,Llanelli,Llandudno,2,1,1
South Africa Premiership,2019,1,5,PolokwaneCity,AmaZulu,3,2,1
South Africa Premiership,2019,1,5,KaizerChiefs,MamelodiSundowns,1,2,-1
Greece Football League,2019,1,5,Kissamikos,Iraklis,0,1,-1
Greece Football League,2019,1,5,PanahaikiPatras,Trikala,2,1,1
Greece Football League,2019,1,5,Ergotelis,ApollonLarisas,1,2,-1
Egypt Premier League,2019,1,5,ELDaklyeh,Ismaily,0,0,0
England FA Cup,2019,1,5,SheffWed,Luton,0,0,0
England FA Cup,2019,1,5,ManUtd,Reading,2,0,1
England FA Cup,2019,1,5,Shrewsbury,Stoke,1,1,0
England FA Cup,2019,1,5,WestBrom,Wigan,1,0,1
England FA Cup,2019,1,5,Bournemouth,Brighton,1,3,-1
England FA Cup,2019,1,5,WestHam,Birmingham,2,0,1
England FA Cup,2019,1,5,Burnley,Barnsley,1,0,1
Spain Primera Liga,2019,1,5,Valladolid,RayoVallecano,0,1,-1
India I League,2019,1,5,ChurchillBrothers,Minerva,2,0,1
Australia A League,2019,1,5,WestSydney,MelbourneVictory,1,2,-1
India I League,2019,1,5,Aizawl,AiffXI,0,1,-1
Australia A League,2019,1,5,AdelaideUnited,WellingtonPhoenix,0,0,0
Spain Copa Del Rey,2019,1,10,Levante,Barcelona,2,1,1
Portugal Superliga,2019,1,10,Portimonense,Braga,1,1,0
Spain Copa Del Rey,2019,1,10,RealBetis,RealSociedad,0,0,0
Spain Copa Del Rey,2019,1,10,AthleticBilbao,Sevilla,1,3,-1
Saudi Arabia Pro League,2019,1,10,AlQadisiyah,IttihadJeddah,0,1,-1
Saudi Arabia Pro League,2019,1,10,AlWehda,AlFateh,1,0,1
Saudi Arabia Pro League,2019,1,10,AlTaawon,AlHazm,1,1,0
Saudi Arabia Pro League,2019,1,10,AlFaisaly,AlNassr,2,2,0
India I League,2019,1,10,ChurchillBrothers,GokulamKerala,3,1,1
England Conference South,2019,1,9,Woking,WellingUtd,2,0,1
England League Cup,2019,1,9,ManCity,BurtonAlbion,9,0,1
Spain Copa Del Rey,2019,1,9,Villarreal,Espanyol,2,2,0
Spain Copa Del Rey,2019,1,9,Getafe,Valladolid,1,0,1
South Africa Premiership,2019,1,9,BidvestWits,KaizerChiefs,0,2,-1
South Africa Premiership,2019,1,9,MaritzburgUnited,FreeStateStars,1,2,-1
Cyprus 1. Division,2019,1,9,AEKLarnaca,ApollonLimassol,0,0,0
Portugal LigaPro,2019,1,9,Varzim,CovaPiedade,2,1,1
Portugal LigaPro,2019,1,9,Estoril,Arouca,1,1,0
Portugal LigaPro,2019,1,9,GuimaraesII,BenficaII,2,1,1
Portugal LigaPro,2019,1,9,Penafiel,AcademicoViseu,2,0,1
Egypt Premier League,2019,1,9,Enppi,ElGaish,1,0,1
Portugal LigaPro,2019,1,9,PacosFerreira,Leixoes,1,0,1
Portugal LigaPro,2019,1,9,BragaII,FCPortoII,0,1,-1
Australia A League,2019,1,9,PerthGlory,SydneyFC,3,1,1
Australia A League,2019,1,9,AdelaideUnited,MelbourneVictory,2,0,1
India I League,2019,1,9,MohunBaganAC,Minerva,2,0,1
Portugal Superliga,2019,1,11,Guimaraes,Moreirense,1,0,1
Spain Primera Liga,2019,1,11,RayoVallecano,CeltadeVigo,4,2,1
Spain Segunda Liga,2019,1,11,Cadiz,Granada,0,0,0
Northern Ireland Premier League,2019,1,11,NewryCity,Crusaders,0,1,-1
France Ligue 1,2019,1,11,Lyon,Reims,1,1,0
England Championship,2019,1,11,Leeds,Derby,2,0,1
Belgium Division 2,2019,1,11,KVSKUnited,Westerlo,2,1,1
Portugal Superliga,2019,1,11,SantaClara,Benfica,0,2,-1
Portugal Superliga,2019,1,11,Aves,Feirense,1,1,0
France Ligue 2,2019,1,11,ACAjaccio,Beziers,2,1,1
France Ligue 2,2019,1,11,AjaccioGFCO,Auxerre,0,4,-1
France Ligue 2,2019,1,11,ClermontFoot,ChamoisNiort,3,2,1
France Ligue 2,2019,1,11,Lorient,Chateauroux,2,1,1
France Ligue 2,2019,1,11,Nancy,Paris,1,2,-1
France Ligue 2,2019,1,11,Orleans,Metz,0,1,-1
France Ligue 2,2019,1,11,Valenciennes,Sochaux,1,0,1
France National,2019,1,11,Marignane,VillefrancheSurSaone,1,1,0
France National,2019,1,11,Chambly,Pau,1,0,1
France National,2019,1,11,SannoisSaint-Gratien,Tours,0,0,0
France National,2019,1,11,Avranches,LeMans,0,2,-1
France National,2019,1,11,Cholet,RodezAveyron,0,0,0
France National,2019,1,11,JeannedArc,BourgPeronnas,1,1,0
France National,2019,1,11,Dunkerque,Concarneau,3,0,1
France National,2019,1,11,LyonDuchere,QuevillyRouen,0,1,-1
France Ligue 1,2019,1,11,Caen,Lille,1,3,-1
Algeria Ligue 1,2019,1,11,MCAlger,DRBTadjenant,4,1,1
Algeria Ligue 1,2019,1,11,Kabylie,MOBejaia,1,0,1
Saudi Arabia Pro League,2019,1,11,AlAhliJeddah,OhudMedina,5,1,1
Saudi Arabia Pro League,2019,1,11,AlShababRiyadh,AlFaiha,4,1,1
Algeria Ligue 1,2019,1,11,OlympiqueMedea,USMBelAbbes,2,0,1
Saudi Arabia Pro League,2019,1,11,AlBaten,AlEttifaq,0,0,0
Saudi Arabia Pro League,2019,1,11,AlHilal,AlRaed,1,1,0
Australia A League,2019,1,11,MelbourneCity,BrisbaneRoar,1,0,1
India I League,2019,1,11,Aizawl,RealKashmir,0,0,0
Spain Copa Del Rey,2019,1,15,Valencia,SportingGijon,3,0,1
England FA Cup,2019,1,15,Stoke,Shrewsbury,2,3,-1
England FA Cup,2019,1,15,Luton,SheffWed,0,1,-1
England FA Cup,2019,1,15,Blackburn,Newcastle,2,2,0
England League 2,2019,1,15,Mansfield,CrawleyTown,1,0,1
England Conference,2019,1,15,MaidstoneUtd,MaidenheadUtd,2,4,-1
Spain Copa Del Rey,2019,1,15,Valladolid,Getafe,1,1,0
Egypt Premier League,2019,1,15,NogoomElMostakbal,Smouha,4,0,1
France Ligue 2,2019,1,15,LeHavre,Valenciennes,4,3,1
France Ligue 1,2019,1,15,Angers,Bordeaux,1,2,-1
Algeria Ligue 1,2019,1,15,CSConstantine,BordjBouArreridj,1,0,1
Algeria Ligue 1,2019,1,15,USMAlger,HusseinDey,4,1,1
Egypt Premier League,2019,1,15,ElEntagElHarby,PyramidsFC,1,1,0
Egypt Premier League,2019,1,15,MisrLelMakasa,AlMoqawloonAlArab,2,1,1
Hong Kong 1st Division,2019,1,15,EasternAA,Warriors,0,0,0
Australia A League,2019,1,15,BrisbaneRoar,MelbourneVictory,0,5,-1
Portugal LigaPro,2019,1,14,Famalicao,Estoril,2,0,1
England Premier League,2019,1,14,ManCity,Wolverhampton,3,0,1
Spain Primera Liga,2019,1,14,RealSociedad,Espanyol,3,2,1
Coppa Italia,2019,1,14,Roma,VirtusEntella,4,0,1
France Ligue 2,2019,1,14,RedStar,Lens,1,0,1
Morocco GNF 1,2019,1,14,FARRabat,MouloudiaOujda,1,1,0
Greece Etniki Katigoria,2019,1,14,PASGiannina,AEKAthens,0,4,-1
Greece Etniki Katigoria,2019,1,14,ArisSalonika,Lamia,1,0,1
Cyprus 1. Division,2019,1,14,AlkiOroklini,Limassol,1,3,-1
Coppa Italia,2019,1,14,Cagliari,Atalanta,0,2,-1
Egypt Premier League,2019,1,14,ELDaklyeh,HarasElHodood,0,1,-1
India I League,2019,1,14,ChennaiCity,EastBengal,2,1,1
France Ligue 1,2019,1,13,Marseille,Monaco,1,1,0
Portugal Superliga,2019,1,13,RioAve,VitoriaSetubal,1,1,0
Spain Primera Liga,2019,1,13,RealBetis,RealMadrid,1,2,-1
Coppa Italia,2019,1,13,Napoli,Sassuolo,2,0,1
Spain Segunda Liga,2019,1,13,Elche,Gimnastic,1,0,1
Belgium Division 2,2019,1,13,OudHeverlee,Tubize,0,2,-1
Portugal Superliga,2019,1,13,Chaves,Tondela,2,1,1
Spain Primera Liga,2019,1,13,Barcelona,Eibar,3,0,1
Greece Etniki Katigoria,2019,1,13,AsterasTripoli,PAOKSalonika,0,3,-1
Greece Etniki Katigoria,2019,1,13,Panathinaikos,Xanthi,2,2,0
Coppa Italia,2019,1,13,InterMilan,Benevento,6,2,1
Portugal LigaPro,2019,1,13,Academica,Varzim,2,0,1
Portugal LigaPro,2019,1,13,Arouca,Oliveirense,0,0,0
Spain Segunda Liga,2019,1,13,Lugo,Extremadura,1,1,0
Spain Segunda Liga,2019,1,13,RealZaragoza,Malaga,0,2,-1
England Premier League,2019,1,13,Tottenham,ManUtd,0,1,-1
France Ligue 1,2019,1,13,Dijon,Montpellier,1,1,0
France Ligue 1,2019,1,13,Toulouse,Strasbourg,1,2,-1
Cyprus 1. Division,2019,1,13,AEKLarnaca,ErmisAradippou,2,2,0
Spain Primera Liga,2019,1,13,AthleticBilbao,Sevilla,2,0,1
Greece Etniki Katigoria,2019,1,13,Levadiakos,Olympiacos,0,2,-1
Spain Segunda Liga,2019,1,13,Alcorcon,Almeria,0,0,0
Portugal Superliga,2019,1,13,Nacional,Belenenses,0,1,-1
Belgium Division 2,2019,1,13,UnionSaintGilloise,KVMechelen,1,2,-1
Portugal LigaPro,2019,1,13,FCPortoII,GuimaraesII,1,0,1
Portugal LigaPro,2019,1,13,Mafra,Covilha,1,2,-1
Portugal LigaPro,2019,1,13,AcademicoViseu,Farense,2,1,1
England Premier League,2019,1,13,Everton,Bournemouth,2,0,1
France Ligue 1,2019,1,13,Nantes,Rennes,0,1,-1
Cyprus 1. Division,2019,1,13,ApollonLimassol,OmoniaNicosia,2,1,1
Coppa Italia,2019,1,13,Torino,Fiorentina,0,2,-1
Morocco GNF 1,2019,1,13,KawkabMarrakech,OlympiqueSafi,1,2,-1
South Africa Premiership,2019,1,13,BloemfonteinCeltic,GoldenArrows,1,1,0
Holland Eerste Divisie,2019,1,13,CambuurLeeuwarden,Sparta,3,3,0
Holland Eerste Divisie,2019,1,13,FCUtrechtII,AZII,1,3,-1
Holland Eerste Divisie,2019,1,13,FCDordrecht,FCDenBosch,2,6,-1
Holland Eerste Divisie,2019,1,13,MVVMaastricht,FCTwente,0,2,-1
Holland Eerste Divisie,2019,1,13,FCEindhoven,NEC,3,2,1
Holland Eerste Divisie,2019,1,13,RodaJC,GoAheadEagles,3,1,1
Holland Eerste Divisie,2019,1,13,JongAjax,JongPSV,2,2,0
Holland Eerste Divisie,2019,1,13,TOPOss,RKCWaalwijk,1,2,-1
Holland Eerste Divisie,2019,1,13,AlmereCity,FCVolendam,0,2,-1
Holland Eerste Divisie,2019,1,13,Telstar,HelmondSport,1,1,0
Greece Football League,2019,1,13,DoxaDramas,Sparti,2,0,1
Greece Football League,2019,1,13,Karaiskakis,ApollonKalamarias,0,2,-1
Greece Football League,2019,1,13,VolosNps,PanahaikiPatras,2,1,1
Greece Football League,2019,1,13,Iraklis,Ergotelis,2,1,1
Greece Football League,2019,1,13,AhtitosSpaton,Kissamikos,0,1,-1
Greece Football League,2019,1,13,Platanias,Aiginiakos,3,0,1
Portugal LigaPro,2019,1,13,BenficaII,BragaII,2,3,-1
Portugal LigaPro,2019,1,13,CovaPiedade,PacosFerreira,0,3,-1
Spain Primera Liga,2019,1,13,AtleticoMadrid,Levante,1,0,1
Spain Segunda Liga,2019,1,13,Cordoba,RayoMajadahonda,1,1,0
Hong Kong 1st Division,2019,1,13,TSWPegasus,YuenLong,1,1,0
Australia A League,2019,1,13,PerthGlory,WestSydney,4,3,1
India I League,2019,1,13,Lajong,AiffXI,0,3,-1
Australia A League,2019,1,13,SydneyFC,AdelaideUnited,2,1,1
Hong Kong 1st Division,2019,1,13,WofooTaiPo,HoiKing,3,0,1
New Zealand Premiership,2019,1,13,TeamWellington,WaitakereUnited,1,2,-1
New Zealand Premiership,2019,1,13,CanterburyUnited,HawkesBayUnited,5,2,1
New Zealand Premiership,2019,1,13,AucklandCity,OtagoUnited,2,1,1
New Zealand Premiership,2019,1,13,Wanderers,TasmanUnited,2,3,-1
Spain Copa Del Rey,2019,1,16,Leganes,RealMadrid,1,0,1
France Ligue 1,2019,1,16,StEtienne,Marseille,2,1,1
England FA Cup,2019,1,16,Southampton,Derby,2,2,0
Spain Copa Del Rey,2019,1,16,Sevilla,AthleticBilbao,0,1,-1
Spain Copa Del Rey,2019,1,16,AtleticoMadrid,Girona,3,3,0
France Ligue 1,2019,1,16,Monaco,Nice,1,1,0
France Ligue 1,2019,1,16,Nimes,Nantes,1,0,1
France Ligue 1,2019,1,16,Toulouse,Lyon,2,2,0
France Ligue 1,2019,1,16,Guingamp,Rennes,2,1,1
South Africa Premiership,2019,1,16,MamelodiSundowns,MaritzburgUnited,1,0,1
South Africa Premiership,2019,1,16,AmaZulu,KaizerChiefs,2,3,-1
South Africa Premiership,2019,1,16,CapeTownCity,FreeStateStars,5,0,1
Portugal LigaPro,2019,1,16,BenficaII,AcademicoViseu,4,0,1
Australia A League,2019,1,16,CentralCoastMariners,MelbourneCity,2,1,1
Portugal Superliga,2019,1,12,Boavista,Maritimo,0,1,-1
Spain Primera Liga,2019,1,12,Villarreal,Getafe,1,2,-1
Coppa Italia,2019,1,12,Bologna,Juventus,0,2,-1
Spain Segunda Liga,2019,1,12,RealOviedo,Tenerife,1,0,1
Spain Segunda Liga,2019,1,12,Mallorca,DeportivoLaCoruna,1,0,1
Wales Premier League,2019,1,12,BalaTown,CaernarfonTown,1,3,-1
Wales Premier League,2019,1,12,BarryTown,AberystwythTown,2,1,1
Wales Premier League,2019,1,12,CarmarthenTown,ConnahsQuay,3,2,1
Wales Premier League,2019,1,12,Llandudno,CardiffMetropolitanUniversity,0,3,-1
Wales Premier League,2019,1,12,Newtown,NewiCefnDruids,1,1,0
Wales Premier League,2019,1,12,TheNewSaints,Llanelli,5,0,1
France Ligue 1,2019,1,12,Guingamp,StEtienne,0,1,-1
France Ligue 1,2019,1,12,Nice,Bordeaux,1,0,1
Belgium Division 2,2019,1,12,Roeselare,BeerschotWilrijk,1,2,-1
South Africa Premiership,2019,1,12,AmaZulu,HighlandsPark,0,0,0
South Africa Premiership,2019,1,12,CapeTownCity,Baroka,2,2,0
Spain Primera Liga,2019,1,12,Girona,Alaves,1,1,0
Greece Etniki Katigoria,2019,1,12,OFICrete,Panionios,1,1,0
England Premier League,2019,1,12,Chelsea,Newcastle,2,1,1
England Championship,2019,1,12,Millwall,Blackburn,0,2,-1
Spain Segunda Liga,2019,1,12,LasPalmas,Osasuna,4,1,1
Spain Segunda Liga,2019,1,12,ReusDeportiu,Numancia,1,1,0
Greece Etniki Katigoria,2019,1,12,Atromitos,Panaitolikos,2,2,0
Coppa Italia,2019,1,12,Sampdoria,ACMilan,0,0,0
Cyprus 1. Division,2019,1,12,ApoelNicosia,AnorthosisFamagusta,4,0,1
Cyprus 1. Division,2019,1,12,Enosis,DoxaKatokopias,0,1,-1
Morocco GNF 1,2019,1,12,Khouribga,RapideOuedZem,2,2,0
France Ligue 1,2019,1,12,Amiens,PSG,0,3,-1
Portugal Superliga,2019,1,12,SportingLisbon,FCPorto,0,0,0
Spain Primera Liga,2019,1,12,Valencia,Valladolid,1,1,0
Greece Etniki Katigoria,2019,1,12,Larissa,ApollonSmirnis,3,0,1
Spain Segunda Liga,2019,1,12,Albacete,SportingGijon,1,1,0
Cyprus 1. Division,2019,1,12,Paphos,NeaSalamina,1,3,-1
Portugal LigaPro,2019,1,12,Leixoes,Penafiel,2,1,1
England Conference North,2019,1,12,Chorley,Altrincham,4,1,1
England Conference North,2019,1,12,Southport,Leamington,5,1,1
England Conference North,2019,1,12,AlfretonTown,Darlington,0,0,0
England Conference North,2019,1,12,BradfordParkAvenue,FCUnited,2,3,-1
England Conference North,2019,1,12,Chester,Guiseley,1,1,0
England Conference North,2019,1,12,Kidderminster,BostonUtd,1,2,-1
England Conference North,2019,1,12,NuneatonTown,CurzonAshton,2,4,-1
England Conference South,2019,1,12,Bath,EastThurrockUtd,1,0,1
England Conference South,2019,1,12,BillericayTown,ChippenhamTown,1,2,-1
England Conference South,2019,1,12,ConcordRangers,Wealdstone,2,2,0
England Conference South,2019,1,12,Dartford,StAlbansCity,3,2,1
England Conference South,2019,1,12,EastbourneBorough,WestonSuperMare,1,1,0
England Conference South,2019,1,12,GloucesterCity,HungerfordTown,0,0,0
England Conference South,2019,1,12,HamptonandRichmond,DulwichHamlet,2,0,1
England Conference South,2019,1,12,SloughTown,ChelmsfordCity,1,0,1
England Premier League,2019,1,12,Brighton,Liverpool,0,1,-1
England Premier League,2019,1,12,Burnley,Fulham,2,1,1
England Premier League,2019,1,12,Cardiff,Huddersfield,0,0,0
Northern Ireland Premier League,2019,1,12,BallymenaUnited,DungannonSwifts,2,2,0
Northern Ireland Premier League,2019,1,12,Cliftonville,Ards,4,1,1
Northern Ireland Premier League,2019,1,12,Coleraine,Glenavon,1,1,0
Northern Ireland Premier League,2019,1,12,InstituteFC,Glentoran,0,2,-1
Northern Ireland Premier League,2019,1,12,Linfield,WarrenpointTown,4,0,1
England Premier League,2019,1,12,CrystalPalace,Watford,1,2,-1
England Premier League,2019,1,12,Leicester,Southampton,1,2,-1
Scotland Championship,2019,1,12,Alloa,Morton,2,1,1
Scotland Championship,2019,1,12,DundeeUtd,Dunfermline,1,0,1
Scotland Championship,2019,1,12,InvernessCT,Ayr,1,0,1
Scotland Championship,2019,1,12,Partick,Falkirk,1,1,0
Scotland Championship,2019,1,12,QueenofSouth,RossCounty,4,0,1
Scotland League Two,2019,1,12,Albion,Peterhead,0,2,-1
Scotland League Two,2019,1,12,Elgin,Cowdenbeath,1,4,-1
Scotland League Two,2019,1,12,QueensPark,EdinburghCity,0,4,-1
Scotland League Two,2019,1,12,Stirling,AnnanAthletic,2,1,1
Scotland League Two,2019,1,12,Berwick,Clyde,0,3,-1
Scotland League One,2019,1,12,Forfar,Stranraer,2,1,1
Scotland League One,2019,1,12,AirdrieUtd,Raith,1,1,0
Scotland League One,2019,1,12,Brechin,Dumbarton,1,0,1
Scotland League One,2019,1,12,Montrose,EastFife,0,2,-1
Scotland League One,2019,1,12,Stenhousemuir,Arbroath,1,4,-1
England Championship,2019,1,12,Birmingham,Middlesbrough,1,2,-1
England Championship,2019,1,12,Brentford,Stoke,3,1,1
England Championship,2019,1,12,BristolCity,Bolton,2,1,1
England Championship,2019,1,12,Hull,SheffWed,3,0,1
England Championship,2019,1,12,Ipswich,Rotherham,1,0,1
England Championship,2019,1,12,Preston,Swansea,1,1,0
England Championship,2019,1,12,Reading,NottmForest,2,0,1
England Championship,2019,1,12,SheffUtd,QPR,1,0,1
England Championship,2019,1,12,WestBrom,Norwich,1,1,0
England Championship,2019,1,12,Wigan,AstonVilla,3,0,1
England League 1,2019,1,12,AccringtonStanley,BristolRovers,0,0,0
England League 1,2019,1,12,Barnsley,Bradford,3,0,1
England League 1,2019,1,12,BurtonAlbion,Gillingham,2,3,-1
England League 1,2019,1,12,Coventry,AFCWimbledon,1,1,0
England League 1,2019,1,12,FleetwoodTown,OxfordUtd,2,2,0
England League 1,2019,1,12,Peterborough,Rochdale,2,1,1
England League 1,2019,1,12,Portsmouth,Blackpool,0,1,-1
England League 1,2019,1,12,Shrewsbury,Charlton,0,3,-1
England League 1,2019,1,12,Southend,Plymouth,2,3,-1
England League 1,2019,1,12,Sunderland,Luton,1,1,0
England League 1,2019,1,12,Walsall,Scunthorpe,1,2,-1
England League 1,2019,1,12,Wycombe,Doncaster,3,2,1
England League 2,2019,1,12,Bury,MiltonKeynesDons,4,3,1
England League 2,2019,1,12,Cheltenham,Tranmere,1,3,-1
England League 2,2019,1,12,Crewe,NewportCounty,3,2,1
England League 2,2019,1,12,Exeter,Morecambe,0,0,0
England League 2,2019,1,12,Grimsby,Macclesfield,0,2,-1
England League 2,2019,1,12,Mansfield,Yeovil,0,1,-1
England League 2,2019,1,12,Northampton,Carlisle,3,0,1
England League 2,2019,1,12,NottsCounty,CambridgeUtd,0,1,-1
England League 2,2019,1,12,Oldham,ForestGreen,0,0,0
England League 2,2019,1,12,PortVale,Colchester,0,3,-1
England League 2,2019,1,12,Stevenage,CrawleyTown,2,1,1
England League 2,2019,1,12,Swindon,LincolnCity,2,2,0
France Ligue 2,2019,1,12,Brestois,Troyes,1,1,0
France Ligue 2,2019,1,12,Grenoble,LeHavre,0,0,0
Morocco GNF 1,2019,1,12,AthleticYoussoufia,ChababRifHociema,1,2,-1
Algeria Ligue 1,2019,1,12,Belouizdad,Paradou,0,0,0
Coppa Italia,2019,1,12,Lazio,Novara,4,1,1
France National,2019,1,12,Laval,Boulogne,1,1,0
South Africa Premiership,2019,1,12,BlackLeopards,SupersportUnited,2,0,1
Greece Football League,2019,1,12,Irodotos,Kerkyra,0,2,-1
England Premier League,2019,1,12,WestHam,Arsenal,1,0,1
Spain Primera Liga,2019,1,12,Leganes,Huesca,1,0,1
Australia A League,2019,1,12,MelbourneVictory,NewcastleJets,2,1,1
India I League,2019,1,12,MohunBaganAC,NorthEastUnited,1,0,1
Australia A League,2019,1,12,WellingtonPhoenix,CentralCoastMariners,3,2,1
Hong Kong 1st Division,2019,1,12,SouthernDistrictRSA,Kitchee,2,0,1
Hong Kong 1st Division,2019,1,12,GuangzhouRFU19,BiuChunGlorySky,6,0,1
New Zealand Premiership,2019,1,12,WellingtonPhoenixReserves,EasternSuburbs,0,4,-1
Spain Copa Del Rey,2019,1,22,Getafe,Valencia,1,0,1
England League 1,2019,1,22,AFCWimbledon,FleetwoodTown,0,3,-1
England League 1,2019,1,22,Plymouth,Walsall,2,1,1
England League 2,2019,1,22,Yeovil,LincolnCity,0,2,-1
England League 2,2019,1,22,ForestGreen,Grimsby,3,0,1
Northern Ireland Premier League,2019,1,22,NewryCity,Linfield,0,2,-1
England Conference North,2019,1,22,Guiseley,Hereford,1,1,0
England Conference North,2019,1,22,Leamington,Stockport,0,1,-1
South Africa Premiership,2019,1,22,OrlandoPirates,Baroka,1,1,0
South Africa Premiership,2019,1,22,HighlandsPark,MamelodiSundowns,1,2,-1
Algeria Ligue 1,2019,1,22,MCOran,JSSaoura,1,1,0
Australia A League,2019,1,22,MelbourneCity,WestSydney,4,3,1
Spain Copa Del Rey,2019,1,17,Barcelona,Levante,3,0,1
France National,2019,1,17,BourgPeronnas,Laval,2,1,1
Spain Copa Del Rey,2019,1,17,Espanyol,Villarreal,3,1,1
Spain Copa Del Rey,2019,1,17,RealSociedad,RealBetis,2,2,0
Algeria Ligue 1,2019,1,17,MCAlger,Belouizdad,1,1,0
Morocco GNF 1,2019,1,17,RajaCasablanca,MaghribTetouan,1,1,0
England Championship,2019,1,21,Bolton,WestBrom,0,2,-1
France Ligue 2,2019,1,21,LeHavre,RedStar,1,0,1
Spain Primera Liga,2019,1,21,Eibar,Espanyol,3,0,1
Spain Segunda Liga,2019,1,21,Granada,Elche,2,1,1
Italy Serie B,2019,1,21,Spezia,Venezia,1,1,0
France Ligue 2,2019,1,21,Paris,Brestois,0,1,-1
Italy Serie A,2019,1,21,Juventus,Chievo,3,0,1
Holland Eerste Divisie,2019,1,21,JongPSV,MVVMaastricht,2,2,0
Greece Etniki Katigoria,2019,1,21,Lamia,Panathinaikos,1,0,1
Turkey Super Lig,2019,1,21,Kasimpasa,CaykurRizespor,0,1,-1
Turkey Super Lig,2019,1,21,Bursaspor,Fenerbahce,1,1,0
Cyprus 1. Division,2019,1,21,DoxaKatokopias,AEKLarnaca,0,5,-1
Turkey Lig 1,2019,1,21,Elazigspor,Adanaspor,0,1,-1
Italy Serie A,2019,1,21,Genoa,ACMilan,0,2,-1
Portugal Superliga,2019,1,18,Guimaraes,Benfica,0,1,-1
Northern Ireland Premier League,2019,1,18,Ards,Coleraine,1,2,-1
Spain Primera Liga,2019,1,18,Getafe,Alaves,4,0,1
Italy Serie B,2019,1,18,Palermo,Salernitana,1,2,-1
France Ligue 1,2019,1,18,Lille,Amiens,2,1,1
England Championship,2019,1,18,Norwich,Birmingham,3,1,1
Belgium Juliper League,2019,1,18,StTruiden,Genk,2,3,-1
Belgium Division 2,2019,1,18,KVMechelen,Roeselare,2,2,0
Germany Bundesliga,2019,1,18,Hoffenheim,BayernMunich,1,3,-1
Holland Eredivisie,2019,1,18,Vitesse,ExcelsiorRotterdam,3,2,1
France Ligue 2,2019,1,18,Auxerre,Orleans,3,0,1
France Ligue 2,2019,1,18,Beziers,Troyes,0,0,0
